,Attendance,Cautions1,Cautions2,Corner Kicks1,Corner Kicks2,Country1,Country2,Date,Direct Free Kicks1,Direct Free Kicks2,Edition,Explusions1,Explusions2,Fouls1,Fouls2,Indirect Free Kicks1,Match,MatchID,Offsides1,Offsides2,On Goal1,On Goal2,Penalty Kicks1,Penalty Kicks2,Result,RoundID,Second Cautions1,Second Cautions2,Shots1,Shots2,Stage,TeamID1,TeamID2,Time,Venue,indirect Free Kicks2
625,56818,,,,,ROU,TCH,06 Jun 1970,,,mexico1970,,,,,,Match 11,1919,,,,,,,,250,,,,,Group 3,43964,44025, 16:00,Guadalajara ,
626,95261,,,,,URS,BEL,06 Jun 1970,,,mexico1970,,,,,,Match 9,1753,,,,,,,,250,,,,,Group 1,44026,43935, 16:00,Mexico City ,
627,9624,,,,,SWE,ISR,07 Jun 1970,,,mexico1970,,,,,,Match 14,1880,,,,,,,,250,,,,,Group 2,43970,43984, 12:00,Toluca ,
628,12710,,,,,FRG,BUL,07 Jun 1970,,,mexico1970,,,,,,Match 16,1774,,,,,,,,250,,,,,Group 4,44023,43936, 12:00,Leon ,
629,66843,,,,,BRA,ENG,07 Jun 1970,,,mexico1970,,,,,,Match 15,1764,,,,,,,,250,,,,,Group 3,43924,43942, 12:00,Guadalajara ,
630,103058,,,,,MEX,SLV,07 Jun 1970,,,mexico1970,,,,,,Match 13,1820,,,,,,,,250,,,,,Group 1,43911,43904, 12:00,Mexico City ,
631,18163,,,,,SWE,URU,10 Jun 1970,,,mexico1970,,,,,,Match 18,1922,,,,,,,,250,,,,,Group 2,43970,43930, 16:00,Puebla ,
632,17875,,,,,FRG,PER,10 Jun 1970,,,mexico1970,,,,,,Match 20,1840,,,,,,,,250,,,,,Group 4,44023,43929, 16:00,Leon ,
633,50804,,,,,BRA,ROU,10 Jun 1970,,,mexico1970,,,,,,Match 19,1769,,,,,,,,250,,,,,Group 3,43924,43964, 16:00,Guadalajara ,
634,89979,,,,,URS,SLV,10 Jun 1970,,,mexico1970,,,,,,Match 17,1823,,,,,,,,250,,,,,Group 1,44026,43904, 16:00,Mexico City ,
635,9890,,,,,ITA,ISR,11 Jun 1970,,,mexico1970,,,,,,Match 22,1877,,,,,,,,250,,,,,Group 2,43954,43984, 16:00,Toluca ,
636,12299,,,,,BUL,MAR,11 Jun 1970,,,mexico1970,,,,,,Match 24,1779,,,,,,,,250,,,,,Group 4,43936,43872, 16:00,Leon ,
637,49292,,,,,ENG,TCH,11 Jun 1970,,,mexico1970,,,,,,Match 23,1813,,,,,,,,250,,,,,Group 3,43942,44025, 16:00,Guadalajara ,
638,108192,,,,,MEX,BEL,11 Jun 1970,,,mexico1970,,,,,,Match 21,1752,,,,,,,,250,,,,,Group 1,43911,43935, 16:00,Mexico City ,
639,26851,,,,,ITA,MEX,14 Jun 1970,,,mexico1970,,,,,,Match 26,1882,,,,,,,,251,,,,,Quarter-finals,43954,43911, 12:00,Toluca ,
640,23357,,,,,FRG,ENG,14 Jun 1970,,,mexico1970,,,,,,Match 28,1811,,,,,,,,251,,,,,Quarter-finals,44023,43942, 12:00,Leon ,
641,54233,,,,,BRA,PER,14 Jun 1970,,,mexico1970,,,,,,Match 27,1768,,,,,,,,251,,,,,Quarter-finals,43924,43929, 12:00,Guadalajara ,
642,26085,,,,,URU,URS,14 Jun 1970,,,mexico1970,,,,,,Match 25,1925,,,,,,,,251,,,,,Quarter-finals,43930,44026, 12:00,Mexico City ,
643,51261,,,,,BRA,URU,17 Jun 1970,,,mexico1970,,,,,,Match 29,1771,,,,,,,,569,,,,,Semi-finals,43924,43930, 16:00,Guadalajara ,
644,102444,,,,,ITA,FRG,17 Jun 1970,,,mexico1970,,,,,,Match 30,1838,,,,,,,,569,,,,,Semi-finals,43954,44023, 16:00,Mexico City ,
645,104403,,,,,FRG,URU,20 Jun 1970,,,mexico1970,,,,,,Match 31,1843,,,,,,,,3477,,,,,Match for third place,44023,43930, 16:00,Mexico City ,
646,107412,,,,,BRA,ITA,21 Jun 1970,,,mexico1970,,,,,,Match 32,1765,,,,,,,,3476,,,,,Final,43924,43954, 12:00,Mexico City ,
647,107412,,,,,BRA,ITA,21 Jun 1970,,,mexico1970,,,,,,Match 32,1765,,,,,,,,3476,,,,,Final,43924,43954, 12:00,Mexico City ,
648,3087148,,,,,ENG,URU,11 Jul 1966,,,england1966,,,,,,Match 1,1636,,,,,,,,238,,,,,Group 1,43942,43930, 19:30,London ,
649,3036127,,,,,FRG,SUI,12 Jul 1966,,,england1966,,,,,,Match 2,1656,,,,,,,,238,,,,,Group 2,44023,43971, 19:30,Sheffield ,
650,3047308,,,,,BRA,BUL,12 Jul 1966,,,england1966,,,,,,Match 3,1596,,,,,,,,238,,,,,Group 3,43924,43936, 19:30,Liverpool ,
651,3023006,,,,,URS,PRK,12 Jul 1966,,,england1966,,,,,,Match 4,1710,,,,,,,,238,,,,,Group 4,44026,43821, 19:30,Middlesbrough ,
652,3069237,,,,,FRA,MEX,13 Jul 1966,,,england1966,,,,,,Match 5,1650,,,,,,,,238,,,,,Group 1,43946,43911, 19:30,London ,
653,3029886,,,,,POR,HUN,13 Jul 1966,,,england1966,,,,,,Match 7,1675,,,,,,,,238,,,,,Group 3,43963,43950, 19:30,Manchester ,
654,3042738,,,,,ARG,ESP,13 Jul 1966,,,england1966,,,,,,Match 6,1578,,,,,,,,238,,,,,Group 2,43922,43969, 19:30,Birmingham ,
655,3027199,,,,,ITA,CHI,13 Jul 1966,,,england1966,,,,,,Match 8,1608,,,,,,,,238,,,,,Group 4,43954,43925, 19:30,Sunderland ,
656,3045662,,,,,URU,FRA,15 Jul 1966,,,england1966,,,,,,Match 9,1653,,,,,,,,238,,,,,Group 1,43930,43946, 19:30,London ,
657,3032028,,,,,ESP,SUI,15 Jul 1966,,,england1966,,,,,,Match 10,1641,,,,,,,,238,,,,,Group 2,43969,43971, 19:30,Sheffield ,
658,3051387,,,,,HUN,BRA,15 Jul 1966,,,england1966,,,,,,Match 11,1597,,,,,,,,238,,,,,Group 3,43950,43924, 19:30,Liverpool ,
659,3013792,,,,,PRK,CHI,15 Jul 1966,,,england1966,,,,,,Match 12,1609,,,,,,,,238,,,,,Group 4,43821,43925, 19:30,Middlesbrough ,
660,25438,,,,,POR,BUL,16 Jul 1966,,,england1966,,,,,,Match 15,1602,,,,,,,,238,,,,,Group 3,43963,43936, 15:00,Manchester ,
661,46587,,,,,FRG,ARG,16 Jul 1966,,,england1966,,,,,,Match 14,1579,,,,,,,,238,,,,,Group 2,44023,43922, 15:00,Birmingham ,
662,27793,,,,,URS,ITA,16 Jul 1966,,,england1966,,,,,,Match 16,1682,,,,,,,,238,,,,,Group 4,44026,43954, 15:00,Sunderland ,
663,3092570,,,,,ENG,MEX,16 Jul 1966,,,england1966,,,,,,Match 13,1634,,,,,,,,238,,,,,Group 1,43942,43911, 19:30,London ,
664,3061112,,,,,URU,MEX,19 Jul 1966,,,england1966,,,,,,Match 17,1689,,,,,,,,238,,,,,Group 1,43930,43911, 16:30,London ,
665,3032127,,,,,ARG,SUI,19 Jul 1966,,,england1966,,,,,,Match 18,1582,,,,,,,,238,,,,,Group 2,43922,43971, 19:30,Sheffield ,
666,3058479,,,,,POR,BRA,19 Jul 1966,,,england1966,,,,,,Match 19,1598,,,,,,,,238,,,,,Group 3,43963,43924, 19:30,Liverpool ,
667,3017829,,,,,PRK,ITA,19 Jul 1966,,,england1966,,,,,,Match 20,1679,,,,,,,,238,,,,,Group 4,43821,43954, 19:30,Middlesbrough ,
668,3098270,,,,,ENG,FRA,20 Jul 1966,,,england1966,,,,,,Match 21,1632,,,,,,,,238,,,,,Group 1,43942,43946, 19:30,London ,
669,3024129,,,,,HUN,BUL,20 Jul 1966,,,england1966,,,,,,Match 23,1599,,,,,,,,238,,,,,Group 3,43950,43936, 19:30,Manchester ,
670,3042187,,,,,FRG,ESP,20 Jul 1966,,,england1966,,,,,,Match 22,1637,,,,,,,,238,,,,,Group 2,44023,43969, 19:30,Birmingham ,
671,3016027,,,,,URS,CHI,20 Jul 1966,,,england1966,,,,,,Match 24,1610,,,,,,,,238,,,,,Group 4,44026,43925, 19:30,Sunderland ,
672,90584,,,,,ENG,ARG,23 Jul 1966,,,england1966,,,,,,Match 25,1577,,,,,,,,239,,,,,Quarter-finals,43942,43922, 15:00,London ,
673,40007,,,,,FRG,URU,23 Jul 1966,,,england1966,,,,,,Match 26,1660,,,,,,,,239,,,,,Quarter-finals,44023,43930, 15:00,Sheffield ,
674,26844,,,,,URS,HUN,23 Jul 1966,,,england1966,,,,,,Match 27,1676,,,,,,,,239,,,,,Quarter-finals,44026,43950, 15:00,Sunderland ,
675,40248,,,,,POR,PRK,23 Jul 1966,,,england1966,,,,,,Match 28,1702,,,,,,,,239,,,,,Quarter-finals,43963,43821, 15:00,Liverpool ,
676,3038273,,,,,FRG,URS,25 Jul 1966,,,england1966,,,,,,Match 29,1659,,,,,,,,536,,,,,Semi-finals,44023,44026, 19:30,Liverpool ,
677,3094493,,,,,ENG,POR,26 Jul 1966,,,england1966,,,,,,Match 30,1635,,,,,,,,536,,,,,Semi-finals,43942,43963, 19:30,London ,
678,3087696,,,,,POR,URS,28 Jul 1966,,,england1966,,,,,,Match 31,1709,,,,,,,,3479,,,,,Match for third place,43963,44026, 19:30,London ,
679,96924,,,,,ENG,FRG,30 Jul 1966,,,england1966,,,,,,Match 32,1633,,,,,,,,3478,,,,,Final,43942,44023, 15:00,London ,
680,96924,,,,,ENG,FRG,30 Jul 1966,,,england1966,,,,,,Match 32,1633,,,,,,,,3478,,,,,Final,43942,44023, 15:00,London ,
681,7908,,,,,URU,COL,30 May 1962,,,chile1962,,,,,,Match 1,1479,,,,,,,,231,,,,,Group 1,43930,43926, 15:00,Arica ,
682,10484,,,,,BRA,MEX,30 May 1962,,,chile1962,,,,,,Match 3,1461,,,,,,,,231,,,,,Group 3,43924,43911, 15:00,Vina Del Mar ,
683,7134,,,,,ARG,BUL,30 May 1962,,,chile1962,,,,,,Match 4,1447,,,,,,,,231,,,,,Group 4,43922,43936, 15:00,Rancagua ,
684,65006,,,,,CHI,SUI,30 May 1962,,,chile1962,,,,,,Match 2,1473,,,,,,,,231,,,,,Group 2,43925,43971, 15:00,Santiago De Chile ,
685,9622,,,,,URS,YUG,31 May 1962,,,chile1962,,,,,,Match 5,1563,,,,,,,,231,,,,,Group 1,44026,43975, 15:00,Arica ,
686,12700,,,,,TCH,ESP,31 May 1962,,,chile1962,,,,,,Match 7,1498,,,,,,,,231,,,,,Group 3,44025,43969, 15:00,Vina Del Mar ,
687,7938,,,,,HUN,ENG,31 May 1962,,,chile1962,,,,,,Match 8,1490,,,,,,,,231,,,,,Group 4,43950,43942, 15:00,Rancagua ,
688,65440,,,,,FRG,ITA,31 May 1962,,,chile1962,,,,,,Match 6,1507,,,,,,,,231,,,,,Group 2,44023,43954, 15:00,Santiago De Chile ,
689,8829,,,,,YUG,URU,02 Jun 1962,,,chile1962,,,,,,Match 9,1564,,,,,,,,231,,,,,Group 1,43975,43930, 15:00,Arica ,
690,14903,,,,,BRA,TCH,02 Jun 1962,,,chile1962,,,,,,Match 11,1462,,,,,,,,231,,,,,Group 3,43924,44025, 15:00,Vina Del Mar ,
691,9794,,,,,ENG,ARG,02 Jun 1962,,,chile1962,,,,,,Match 12,1450,,,,,,,,231,,,,,Group 4,43942,43922, 15:00,Rancagua ,
692,66057,,,,,CHI,ITA,02 Jun 1962,,,chile1962,,,,,,Match 10,1472,,,,,,,,231,,,,,Group 2,43925,43954, 15:00,Santiago De Chile ,
693,8040,,,,,URS,COL,03 Jun 1962,,,chile1962,,,,,,Match 13,1478,,,,,,,,231,,,,,Group 1,44026,43926, 15:00,Arica ,
694,11875,,,,,ESP,MEX,03 Jun 1962,,,chile1962,,,,,,Match 15,1497,,,,,,,,231,,,,,Group 3,43969,43911, 15:00,Vina Del Mar ,
695,7442,,,,,HUN,BUL,03 Jun 1962,,,chile1962,,,,,,Match 16,1470,,,,,,,,231,,,,,Group 4,43950,43936, 15:00,Rancagua ,
696,64922,,,,,FRG,SUI,03 Jun 1962,,,chile1962,,,,,,Match 14,1510,,,,,,,,231,,,,,Group 2,44023,43971, 15:00,Santiago De Chile ,
697,9973,,,,,URS,URU,06 Jun 1962,,,chile1962,,,,,,Match 17,1562,,,,,,,,231,,,,,Group 1,44026,43930, 15:00,Arica ,
698,18715,,,,,BRA,ESP,06 Jun 1962,,,chile1962,,,,,,Match 19,1460,,,,,,,,231,,,,,Group 3,43924,43969, 15:00,Vina Del Mar ,
699,7945,,,,,HUN,ARG,06 Jun 1962,,,chile1962,,,,,,Match 20,1451,,,,,,,,231,,,,,Group 4,43950,43922, 15:00,Rancagua ,
700,67224,,,,,FRG,CHI,06 Jun 1962,,,chile1962,,,,,,Match 18,1471,,,,,,,,231,,,,,Group 2,44023,43925, 15:00,Santiago De Chile ,
701,7167,,,,,YUG,COL,07 Jun 1962,,,chile1962,,,,,,Match 21,1480,,,,,,,,231,,,,,Group 1,43975,43926, 15:00,Arica ,
702,10648,,,,,MEX,TCH,07 Jun 1962,,,chile1962,,,,,,Match 23,1544,,,,,,,,231,,,,,Group 3,43911,44025, 15:00,Vina Del Mar ,
703,5700,,,,,ENG,BUL,07 Jun 1962,,,chile1962,,,,,,Match 24,1464,,,,,,,,231,,,,,Group 4,43942,43936, 15:00,Rancagua ,
704,59828,,,,,ITA,SUI,07 Jun 1962,,,chile1962,,,,,,Match 22,1532,,,,,,,,231,,,,,Group 2,43954,43971, 15:00,Santiago De Chile ,
705,3017268,,,,,CHI,URS,10 Jun 1962,,,chile1962,,,,,,Match 25,1474,,,,,,,,232,,,,,Quarter-finals,43925,44026, 14:30,Arica ,
706,3017736,,,,,BRA,ENG,10 Jun 1962,,,chile1962,,,,,,Match 27,1459,,,,,,,,232,,,,,Quarter-finals,43924,43942, 14:30,Vina Del Mar ,
707,3011690,,,,,TCH,HUN,10 Jun 1962,,,chile1962,,,,,,Match 28,1525,,,,,,,,232,,,,,Quarter-finals,44025,43950, 14:30,Rancagua ,
708,3063324,,,,,YUG,FRG,10 Jun 1962,,,chile1962,,,,,,Match 26,1511,,,,,,,,232,,,,,Quarter-finals,43975,44023, 14:30,Santiago De Chile ,
709,305890,,,,,TCH,YUG,13 Jun 1962,,,chile1962,,,,,,Match 30,1559,,,,,,,,514,,,,,Semi-finals,44025,43975, 14:30,Vina Del Mar ,
710,3076594,,,,,BRA,CHI,13 Jun 1962,,,chile1962,,,,,,Match 29,1458,,,,,,,,514,,,,,Semi-finals,43924,43925, 14:30,Santiago De Chile ,
711,3066697,,,,,CHI,YUG,16 Jun 1962,,,chile1962,,,,,,Match 31,1475,,,,,,,,3481,,,,,Match for third place,43925,43975, 14:30,Santiago De Chile ,
712,3068679,,,,,BRA,TCH,17 Jun 1962,,,chile1962,,,,,,Match 32,1463,,,,,,,,3480,,,,,Final,43924,44025, 14:30,Santiago De Chile ,
713,3068679,,,,,BRA,TCH,17 Jun 1962,,,chile1962,,,,,,Match 32,1463,,,,,,,,3480,,,,,Final,43924,44025, 14:30,Santiago De Chile ,
714,34107,,,,,SWE,MEX,08 Jun 1958,,,sweden1958,,,,,,Match 1,1415,,,,,,,,220,,,,,Group 3,43970,43911, 14:00,Solna ,
715,49348,,,,,URS,ENG,08 Jun 1958,,,sweden1958,,,,,,Match 5,1372,,,,,,,,220,,,,,Group 4,44026,43942, 19:00,Gothenburg ,
716,31156,,,,,ARG,FRG,08 Jun 1958,,,sweden1958,,,,,,Match 7,1323,,,,,,,,220,,,,,Group 1,43922,44023, 19:00,Malm̦ ,
717,15343,,,,,HUN,WAL,08 Jun 1958,,,sweden1958,,,,,,Match 2,1407,,,,,,,,220,,,,,Group 3,43950,43974, 19:00,Sandviken ,
718,16518,,,,,FRA,PAR,08 Jun 1958,,,sweden1958,,,,,,Match 3,1386,,,,,,,,220,,,,,Group 2,43946,43928, 19:00,Norrk̦Ping ,
719,9591,,,,,YUG,SCO,08 Jun 1958,,,sweden1958,,,,,,Match 4,1434,,,,,,,,220,,,,,Group 2,43975,43967, 19:00,Vasteras ,
720,17788,,,,,BRA,AUT,08 Jun 1958,,,sweden1958,,,,,,Match 6,1326,,,,,,,,220,,,,,Group 4,43924,43934, 19:00,Udevalla ,
721,10647,,,,,NIR,TCH,08 Jun 1958,,,sweden1958,,,,,,Match 8,1421,,,,,,,,220,,,,,Group 1,43952,44025, 19:00,Halmstad ,
722,40895,,,,,BRA,ENG,11 Jun 1958,,,sweden1958,,,,,,Match 12,1339,,,,,,,,220,,,,,Group 4,43924,43942, 19:00,Gothenburg ,
723,15150,,,,,MEX,WAL,11 Jun 1958,,,sweden1958,,,,,,Match 9,1418,,,,,,,,220,,,,,Group 3,43911,43974, 19:00,Solna ,
724,11665,,,,,PAR,SCO,11 Jun 1958,,,sweden1958,,,,,,Match 10,1423,,,,,,,,220,,,,,Group 2,43928,43967, 19:00,Norrk̦Ping ,
725,12217,,,,,YUG,FRA,11 Jun 1958,,,sweden1958,,,,,,Match 11,1388,,,,,,,,220,,,,,Group 2,43975,43946, 19:00,Vasteras ,
726,21239,,,,,URS,AUT,11 Jun 1958,,,sweden1958,,,,,,Match 13,1332,,,,,,,,220,,,,,Group 4,44026,43934, 19:00,Boras ,
727,25000,,,,,FRG,TCH,11 Jun 1958,,,sweden1958,,,,,,Match 14,1391,,,,,,,,220,,,,,Group 1,44023,44025, 19:00,Helsingborg ,
728,14174,,,,,ARG,NIR,11 Jun 1958,,,sweden1958,,,,,,Match 15,1324,,,,,,,,220,,,,,Group 1,43922,43952, 19:00,Halmstad ,
729,38850,,,,,SWE,HUN,12 Jun 1958,,,sweden1958,,,,,,Match 16,1406,,,,,,,,220,,,,,Group 3,43970,43950, 19:00,Solna ,
730,30287,,,,,SWE,WAL,15 Jun 1958,,,sweden1958,,,,,,Match 17,1438,,,,,,,,220,,,,,Group 3,43970,43974, 14:00,Solna ,
731,50928,,,,,BRA,URS,15 Jun 1958,,,sweden1958,,,,,,Match 21,1344,,,,,,,,220,,,,,Group 4,43924,44026, 19:00,Gothenburg ,
732,21990,,,,,FRG,NIR,15 Jun 1958,,,sweden1958,,,,,,Match 23,1389,,,,,,,,220,,,,,Group 1,44023,43952, 19:00,Malm̦ ,
733,13300,,,,,HUN,MEX,15 Jun 1958,,,sweden1958,,,,,,Match 18,1403,,,,,,,,220,,,,,Group 3,43950,43911, 19:00,Sandviken ,
734,13103,,,,,PAR,YUG,15 Jun 1958,,,sweden1958,,,,,,Match 19,1426,,,,,,,,220,,,,,Group 2,43928,43975, 19:00,Eskilstuna ,
735,13554,,,,,FRA,SCO,15 Jun 1958,,,sweden1958,,,,,,Match 20,1387,,,,,,,,220,,,,,Group 2,43946,43967, 19:00,Orebro ,
736,15872,,,,,ENG,AUT,15 Jun 1958,,,sweden1958,,,,,,Match 22,1327,,,,,,,,220,,,,,Group 4,43942,43934, 19:00,Boras ,
737,16418,,,,,TCH,ARG,15 Jun 1958,,,sweden1958,,,,,,Match 24,1325,,,,,,,,220,,,,,Group 1,44025,43922, 19:00,Helsingborg ,
738,23182,,,,,URS,ENG,17 Jun 1958,,,sweden1958,,,,,,Match 37,1373,,,,,,,,220,,,,,Group 4,44026,43942, 19:00,Gothenburg ,
739,6196,,,,,NIR,TCH,17 Jun 1958,,,sweden1958,,,,,,Match 39,1422,,,,,,,,220,,,,,Group 1,43952,44025, 19:00,Malm̦ ,
740,2823,,,,,WAL,HUN,17 Jun 1958,,,sweden1958,,,,,,Match 33,1408,,,,,,,,220,,,,,Group 3,43974,43950, 19:00,Solna ,
741,25923,,,,,BRA,WAL,19 Jun 1958,,,sweden1958,,,,,,Match 27,1345,,,,,,,,221,,,,,Quarter-finals,43924,43974, 19:00,Gothenburg ,
742,20055,,,,,FRG,YUG,19 Jun 1958,,,sweden1958,,,,,,Match 28,1392,,,,,,,,221,,,,,Quarter-finals,44023,43975, 19:00,Malm̦ ,
743,31900,,,,,SWE,URS,19 Jun 1958,,,sweden1958,,,,,,Match 25,1437,,,,,,,,221,,,,,Quarter-finals,43970,44026, 19:00,Solna ,
744,11800,,,,,FRA,NIR,19 Jun 1958,,,sweden1958,,,,,,Match 26,1385,,,,,,,,221,,,,,Quarter-finals,43946,43952, 19:00,Norrk̦Ping ,
745,49471,,,,,SWE,FRG,24 Jun 1958,,,sweden1958,,,,,,Match 30,1390,,,,,,,,488,,,,,Semi-finals,43970,44023, 19:00,Gothenburg ,
746,27100,,,,,BRA,FRA,24 Jun 1958,,,sweden1958,,,,,,Match 29,1340,,,,,,,,488,,,,,Semi-finals,43924,43946, 19:00,Solna ,
747,32483,,,,,FRA,FRG,28 Jun 1958,,,sweden1958,,,,,,Match 31,1382,,,,,,,,3483,,,,,Match for third place,43946,44023, 17:00,Gothenburg ,
748,49737,,,,,BRA,SWE,29 Jun 1958,,,sweden1958,,,,,,Match 32,1343,,,,,,,,3482,,,,,Final,43924,43970, 15:00,Solna ,
749,49737,,,,,BRA,SWE,29 Jun 1958,,,sweden1958,,,,,,Match 32,1343,,,,,,,,3482,,,,,Final,43924,43970, 15:00,Solna ,
750,20500,,,,,URU,TCH,16 Jun 1954,,,switzerland1954,,,,,,Match 1,1315,,,,,,,,211,,,,,Group 3,43930,44025, 18:00,Berne ,
751,25000,,,,,AUT,SCO,16 Jun 1954,,,switzerland1954,,,,,,Match 2,1236,,,,,,,,211,,,,,Group 3,43934,43967, 18:00,Zurich ,
752,13470,,,,,BRA,MEX,16 Jun 1954,,,switzerland1954,,,,,,Match 3,1249,,,,,,,,211,,,,,Group 1,43924,43911, 18:00,Geneva ,
753,16000,,,,,YUG,FRA,16 Jun 1954,,,switzerland1954,,,,,,Match 4,1276,,,,,,,,211,,,,,Group 1,43975,43946, 18:00,Lausanne ,
754,28000,,,,,FRG,TUR,17 Jun 1954,,,switzerland1954,,,,,,Match 5,1283,,,,,,,,211,,,,,Group 2,44023,43972, 18:00,Berne ,
755,13000,,,,,HUN,KOR,17 Jun 1954,,,switzerland1954,,,,,,Match 8,1294,,,,,,,,211,,,,,Group 2,43950,43822, 18:00,Zurich ,
756,1014000,,,,,ENG,BEL,17 Jun 1954,,,switzerland1954,,,,,,Match 6,1240,,,,,,,,211,,,,,Group 4,43942,43935, 18:10,Basel ,
757,5043000,,,,,SUI,ITA,17 Jun 1954,,,switzerland1954,,,,,,Match 7,1300,,,,,,,,211,,,,,Group 4,43971,43954, 17:50,Lausanne ,
758,5034000,,,,,URU,SCO,19 Jun 1954,,,switzerland1954,,,,,,Match 12,1313,,,,,,,,211,,,,,Group 3,43930,43967, 16:50,Basel ,
759,26000,,,,,AUT,TCH,19 Jun 1954,,,switzerland1954,,,,,,Match 9,1238,,,,,,,,211,,,,,Group 3,43934,44025, 17:00,Zurich ,
760,1019000,,,,,FRA,MEX,19 Jun 1954,,,switzerland1954,,,,,,Match 11,1275,,,,,,,,211,,,,,Group 1,43946,43911, 17:10,Geneva ,
761,24637,,,,,BRA,YUG,19 Jun 1954,,,switzerland1954,,,,,,Match 10,1252,,,,,,,,211,,,,,Group 1,43924,43975, 17:00,Lausanne ,
762,5056000,,,,,HUN,FRG,20 Jun 1954,,,switzerland1954,,,,,,Match 14,1277,,,,,,,,211,,,,,Group 2,43950,44023, 16:50,Basel ,
763,4000,,,,,TUR,KOR,20 Jun 1954,,,switzerland1954,,,,,,Match 15,1304,,,,,,,,211,,,,,Group 2,43972,43822, 17:00,Geneva ,
764,1043500,,,,,ENG,SUI,20 Jun 1954,,,switzerland1954,,,,,,Match 13,1263,,,,,,,,211,,,,,Group 4,43942,43971, 17:10,Berne ,
765,24000,,,,,ITA,BEL,20 Jun 1954,,,switzerland1954,,,,,,Match 16,1243,,,,,,,,211,,,,,Group 4,43954,43935, 17:00,Lugano ,
766,17000,,,,,FRG,TUR,23 Jun 1954,,,switzerland1954,,,,,,Match 0,1284,,,,,,,,211,,,,,Group 2,44023,43972, 18:00,Zurich ,
767,30000,,,,,SUI,ITA,23 Jun 1954,,,switzerland1954,,,,,,Match 211,1301,,,,,,,,211,,,,,Group 4,43971,43954, 18:00,Basel ,
768,28000,,,,,URU,ENG,26 Jun 1954,,,switzerland1954,,,,,,Match 20,1264,,,,,,,,212,,,,,Quarter-finals,43930,43942, 17:00,Basel ,
769,35000,,,,,AUT,SUI,26 Jun 1954,,,switzerland1954,,,,,,Match 19,1237,,,,,,,,212,,,,,Quarter-finals,43934,43971, 17:00,Lausanne ,
770,17000,,,,,FRG,YUG,27 Jun 1954,,,switzerland1954,,,,,,Match 17,1285,,,,,,,,212,,,,,Quarter-finals,44023,43975, 17:00,Geneva ,
771,40000,,,,,HUN,BRA,27 Jun 1954,,,switzerland1954,,,,,,Match 18,1248,,,,,,,,212,,,,,Quarter-finals,43950,43924, 17:00,Berne ,
772,58000,,,,,FRG,AUT,30 Jun 1954,,,switzerland1954,,,,,,Match 21,1233,,,,,,,,462,,,,,Semi-finals,44023,43934, 18:00,Basel ,
773,45000,,,,,HUN,URU,30 Jun 1954,,,switzerland1954,,,,,,Match 22,1295,,,,,,,,462,,,,,Semi-finals,43950,43930, 18:00,Lausanne ,
774,32000,,,,,AUT,URU,03 Jul 1954,,,switzerland1954,,,,,,Match 23,1239,,,,,,,,3485,,,,,Match for third place,43934,43930, 17:00,Zurich ,
775,62500,,,,,FRG,HUN,04 Jul 1954,,,switzerland1954,,,,,,Match 24,1278,,,,,,,,3484,,,,,Final,44023,43950, 17:00,Berne ,
776,62500,,,,,FRG,HUN,04 Jul 1954,,,switzerland1954,,,,,,Match 24,1278,,,,,,,,3484,,,,,Final,44023,43950, 17:00,Berne ,
777,81649,,,,,BRA,MEX,24 Jun 1950,,,brazil1950,,,,,,Match 1,1187,,,,,,,,208,,,,,Group 1,43924,43911, 15:00,Rio De Janeiro ,
778,29703,,,,,ENG,CHI,25 Jun 1950,,,brazil1950,,,,,,Match 2,1192,,,,,,,,208,,,,,Group 2,43942,43925, 15:00,Rio De Janeiro ,
779,9511,,,,,ESP,USA,25 Jun 1950,,,brazil1950,,,,,,Match 3,1208,,,,,,,,208,,,,,Group 2,43969,43921, 15:00,Curitiba ,
780,36502,,,,,SWE,ITA,25 Jun 1950,,,brazil1950,,,,,,Match 4,1219,,,,,,,,208,,,,,Group 3,43970,43954, 15:00,Sao Paulo ,
781,7336,,,,,YUG,SUI,25 Jun 1950,,,brazil1950,,,,,,Match 5,1230,,,,,,,,208,,,,,Group 1,43975,43971, 15:00,Belo Horizonte ,
782,42032,,,,,BRA,SUI,28 Jun 1950,,,brazil1950,,,,,,Match 6,1188,,,,,,,,208,,,,,Group 1,43924,43971, 15:00,Sao Paulo ,
783,11078,,,,,YUG,MEX,28 Jun 1950,,,brazil1950,,,,,,Match 7,1225,,,,,,,,208,,,,,Group 1,43975,43911, 15:00,Porto Alegre ,
784,19790,,,,,ESP,CHI,29 Jun 1950,,,brazil1950,,,,,,Match 8,1193,,,,,,,,208,,,,,Group 2,43969,43925, 15:00,Rio De Janeiro ,
785,307903,,,,,SWE,PAR,29 Jun 1950,,,brazil1950,,,,,,Match 9,1228,,,,,,,,208,,,,,Group 3,43970,43928, 15:30,Curitiba ,
786,10151,,,,,USA,ENG,29 Jun 1950,,,brazil1950,,,,,,Match 10,1202,,,,,,,,208,,,,,Group 2,43921,43942, 15:00,Belo Horizonte ,
787,142429,,,,,BRA,YUG,01 Jul 1950,,,brazil1950,,,,,,Match 11,1191,,,,,,,,208,,,,,Group 1,43924,43975, 15:00,Rio De Janeiro ,
