,Attendance,Cautions1,Cautions2,Corner Kicks1,Corner Kicks2,Country1,Country2,Date,Direct Free Kicks1,Direct Free Kicks2,Edition,Explusions1,Explusions2,Fouls1,Fouls2,Indirect Free Kicks1,Match,MatchID,Offsides1,Offsides2,On Goal1,On Goal2,Penalty Kicks1,Penalty Kicks2,Result,RoundID,Second Cautions1,Second Cautions2,Shots1,Shots2,Stage,TeamID1,TeamID2,Time,Venue,indirect Free Kicks2
134,49480,,,,,ARG,CIV,10 Jun 2006,,,germany2006,,,,,,Match 5,97410005,,,,,,,,97410100,,,,,Group C,43922,43854, 21:00,Hamburg ,
135,43000,,,,,SCG,NED,11 Jun 2006,,,germany2006,,,,,,Match 6,97410006,,,,,,,,97410100,,,,,Group C,1890244,43960, 15:00,Leipzig ,
136,41000,,,,,MEX,IRN,11 Jun 2006,,,germany2006,,,,,,Match 7,97410007,,,,,,,,97410100,,,,,Group D,43911,43817, 18:00,Nuremberg ,
137,45000,,,,,ANG,POR,11 Jun 2006,,,germany2006,,,,,,Match 8,97410008,,,,,,,,97410100,,,,,Group D,43844,43963, 21:00,Cologne ,
138,46000,,,,,AUS,JPN,12 Jun 2006,,,germany2006,,,,,,Match 12,97410012,,,,,,,,97410100,,,,,Group F,43976,43819, 15:00,Kaiserslautern ,
139,52000,,,,,USA,CZE,12 Jun 2006,,,germany2006,,,,,,Match 10,97410010,,,,,,,,97410100,,,,,Group E,43921,43995, 18:00,Gelsenkirchen ,
140,43000,,,,,ITA,GHA,12 Jun 2006,,,germany2006,,,,,,Match 9,97410009,,,,,,,,97410100,,,,,Group E,43954,43860, 21:00,Hanover ,
141,48000,,,,,KOR,TOG,13 Jun 2006,,,germany2006,,,,,,Match 14,97410014,,,,,,,,97410100,,,,,Group G,43822,43887, 15:00,Frankfurt/Main ,
142,52000,,,,,FRA,SUI,13 Jun 2006,,,germany2006,,,,,,Match 13,97410013,,,,,,,,97410100,,,,,Group G,43946,43971, 18:00,Stuttgart ,
143,72000,,,,,BRA,CRO,13 Jun 2006,,,germany2006,,,,,,Match 11,97410011,,,,,,,,97410100,,,,,Group F,43924,43938, 21:00,Berlin ,
144,43000,,,,,ESP,UKR,14 Jun 2006,,,germany2006,,,,,,Match 15,97410015,,,,,,,,97410100,,,,,Group H,43969,43973, 15:00,Leipzig ,
145,66000,,,,,TUN,KSA,14 Jun 2006,,,germany2006,,,,,,Match 16,97410016,,,,,,,,97410100,,,,,Group H,43888,43835, 18:00,Munich ,
146,65000,,,,,GER,POL,14 Jun 2006,,,germany2006,,,,,,Match 17,97410017,,,,,,,,97410100,,,,,Group A,43948,43962, 21:00,Dortmund ,
147,50000,,,,,ECU,CRC,15 Jun 2006,,,germany2006,,,,,,Match 18,97410018,,,,,,,,97410100,,,,,Group A,43927,43901, 15:00,Hamburg ,
148,41000,,,,,ENG,TRI,15 Jun 2006,,,germany2006,,,,,,Match 19,97410019,,,,,,,,97410100,,,,,Group B,43942,43920, 18:00,Nuremberg ,
149,72000,,,,,SWE,PAR,15 Jun 2006,,,germany2006,,,,,,Match 20,97410020,,,,,,,,97410100,,,,,Group B,43970,43928, 21:00,Berlin ,
150,52000,,,,,ARG,SCG,16 Jun 2006,,,germany2006,,,,,,Match 21,97410021,,,,,,,,97410100,,,,,Group C,43922,1890244, 15:00,Gelsenkirchen ,
151,52000,,,,,NED,CIV,16 Jun 2006,,,germany2006,,,,,,Match 22,97410022,,,,,,,,97410100,,,,,Group C,43960,43854, 18:00,Stuttgart ,
152,43000,,,,,MEX,ANG,16 Jun 2006,,,germany2006,,,,,,Match 23,97410023,,,,,,,,97410100,,,,,Group D,43911,43844, 21:00,Hanover ,
153,48000,,,,,POR,IRN,17 Jun 2006,,,germany2006,,,,,,Match 24,97410024,,,,,,,,97410100,,,,,Group D,43963,43817, 15:00,Frankfurt/Main ,
154,45000,,,,,CZE,GHA,17 Jun 2006,,,germany2006,,,,,,Match 26,97410026,,,,,,,,97410100,,,,,Group E,43995,43860, 18:00,Cologne ,
155,46000,,,,,ITA,USA,17 Jun 2006,,,germany2006,,,,,,Match 25,97410025,,,,,,,,97410100,,,,,Group E,43954,43921, 21:00,Kaiserslautern ,
156,41000,,,,,JPN,CRO,18 Jun 2006,,,germany2006,,,,,,Match 28,97410028,,,,,,,,97410100,,,,,Group F,43819,43938, 15:00,Nuremberg ,
157,66000,,,,,BRA,AUS,18 Jun 2006,,,germany2006,,,,,,Match 27,97410027,,,,,,,,97410100,,,,,Group F,43924,43976, 18:00,Munich ,
158,43000,,,,,FRA,KOR,18 Jun 2006,,,germany2006,,,,,,Match 29,97410029,,,,,,,,97410100,,,,,Group G,43946,43822, 21:00,Leipzig ,
159,65000,,,,,TOG,SUI,19 Jun 2006,,,germany2006,,,,,,Match 30,97410030,,,,,,,,97410100,,,,,Group G,43887,43971, 15:00,Dortmund ,
160,50000,,,,,KSA,UKR,19 Jun 2006,,,germany2006,,,,,,Match 32,97410032,,,,,,,,97410100,,,,,Group H,43835,43973, 18:00,Hamburg ,
161,52000,,,,,ESP,TUN,19 Jun 2006,,,germany2006,,,,,,Match 31,97410031,,,,,,,,97410100,,,,,Group H,43969,43888, 21:00,Stuttgart ,
162,72000,,,,,ECU,GER,20 Jun 2006,,,germany2006,,,,,,Match 33,97410033,,,,,,,,97410100,,,,,Group A,43927,43948, 16:00,Berlin ,
163,43000,,,,,CRC,POL,20 Jun 2006,,,germany2006,,,,,,Match 34,97410034,,,,,,,,97410100,,,,,Group A,43901,43962, 16:00,Hanover ,
164,45000,,,,,SWE,ENG,20 Jun 2006,,,germany2006,,,,,,Match 35,97410035,,,,,,,,97410100,,,,,Group B,43970,43942, 21:00,Cologne ,
165,46000,,,,,PAR,TRI,20 Jun 2006,,,germany2006,,,,,,Match 36,97410036,,,,,,,,97410100,,,,,Group B,43928,43920, 21:00,Kaiserslautern ,
166,38000,,,,,IRN,ANG,21 Jun 2006,,,germany2006,,,,,,Match 40,97410040,,,,,,,,97410100,,,,,Group D,43817,43844, 16:00,Leipzig ,
167,52000,,,,,POR,MEX,21 Jun 2006,,,germany2006,,,,,,Match 39,97410039,,,,,,,,97410100,,,,,Group D,43963,43911, 16:00,Gelsenkirchen ,
168,48000,,,,,NED,ARG,21 Jun 2006,,,germany2006,,,,,,Match 37,97410037,,,,,,,,97410100,,,,,Group C,43960,43922, 21:00,Frankfurt/Main ,
169,66000,,,,,CIV,SCG,21 Jun 2006,,,germany2006,,,,,,Match 38,97410038,,,,,,,,97410100,,,,,Group C,43854,1890244, 21:00,Munich ,
170,50000,,,,,CZE,ITA,22 Jun 2006,,,germany2006,,,,,,Match 41,97410041,,,,,,,,97410100,,,,,Group E,43995,43954, 16:00,Hamburg ,
171,41000,,,,,GHA,USA,22 Jun 2006,,,germany2006,,,,,,Match 42,97410042,,,,,,,,97410100,,,,,Group E,43860,43921, 16:00,Nuremberg ,
172,65000,,,,,JPN,BRA,22 Jun 2006,,,germany2006,,,,,,Match 43,97410043,,,,,,,,97410100,,,,,Group F,43819,43924, 21:00,Dortmund ,
173,52000,,,,,CRO,AUS,22 Jun 2006,,,germany2006,,,,,,Match 44,97410044,,,,,,,,97410100,,,,,Group F,43938,43976, 21:00,Stuttgart ,
174,72000,,,,,UKR,TUN,23 Jun 2006,,,germany2006,,,,,,Match 48,97410048,,,,,,,,97410100,,,,,Group H,43973,43888, 16:00,Berlin ,
175,46000,,,,,KSA,ESP,23 Jun 2006,,,germany2006,,,,,,Match 47,97410047,,,,,,,,97410100,,,,,Group H,43835,43969, 16:00,Kaiserslautern ,
176,45000,,,,,TOG,FRA,23 Jun 2006,,,germany2006,,,,,,Match 45,97410045,,,,,,,,97410100,,,,,Group G,43887,43946, 21:00,Cologne ,
177,43000,,,,,SUI,KOR,23 Jun 2006,,,germany2006,,,,,,Match 46,97410046,,,,,,,,97410100,,,,,Group G,43971,43822, 21:00,Hanover ,
178,66000,,,,,GER,SWE,24 Jun 2006,,,germany2006,,,,,,Match 49,97410049,,,,,,,,97410200,,,,,Round of 16,43948,43970, 17:00,Munich ,
179,43000,,,,,ARG,MEX,24 Jun 2006,,,germany2006,,,,,,Match 50,97410050,,,,,,,,97410200,,,,,Round of 16,43922,43911, 21:00,Leipzig ,
180,52000,,,,,ENG,ECU,25 Jun 2006,,,germany2006,,,,,,Match 51,97410051,,,,,,,,97410200,,,,,Round of 16,43942,43927, 17:00,Stuttgart ,
181,41000,,,,,POR,NED,25 Jun 2006,,,germany2006,,,,,,Match 52,97410052,,,,,,,,97410200,,,,,Round of 16,43963,43960, 21:00,Nuremberg ,
182,46000,,,,,ITA,AUS,26 Jun 2006,,,germany2006,,,,,,Match 53,97410053,,,,,,,,97410200,,,,,Round of 16,43954,43976, 17:00,Kaiserslautern ,
183,45000,,,,,SUI,UKR,26 Jun 2006,,,germany2006,,,,,,Match 54,97410054,,,,,,,,97410200,,,,,Round of 16,43971,43973, 21:00,Cologne ,
184,65000,,,,,BRA,GHA,27 Jun 2006,,,germany2006,,,,,,Match 55,97410055,,,,,,,,97410200,,,,,Round of 16,43924,43860, 17:00,Dortmund ,
185,43000,,,,,ESP,FRA,27 Jun 2006,,,germany2006,,,,,,Match 56,97410056,,,,,,,,97410200,,,,,Round of 16,43969,43946, 21:00,Hanover ,
186,72000,,,,,GER,ARG,30 Jun 2006,,,germany2006,,,,,,Match 57,97410057,,,,,,,,97410300,,,,,Quarter-finals,43948,43922, 17:00,Berlin ,
187,50000,,,,,ITA,UKR,30 Jun 2006,,,germany2006,,,,,,Match 58,97410058,,,,,,,,97410300,,,,,Quarter-finals,43954,43973, 21:00,Hamburg ,
188,52000,,,,,ENG,POR,01 Jul 2006,,,germany2006,,,,,,Match 59,97410059,,,,,,,,97410300,,,,,Quarter-finals,43942,43963, 17:00,Gelsenkirchen ,
189,48000,,,,,BRA,FRA,01 Jul 2006,,,germany2006,,,,,,Match 60,97410060,,,,,,,,97410300,,,,,Quarter-finals,43924,43946, 21:00,Frankfurt/Main ,
190,65000,,,,,GER,ITA,04 Jul 2006,,,germany2006,,,,,,Match 61,97410061,,,,,,,,97410400,,,,,Semi-finals,43948,43954, 21:00,Dortmund ,
191,66000,,,,,POR,FRA,05 Jul 2006,,,germany2006,,,,,,Match 62,97410062,,,,,,,,97410400,,,,,Semi-finals,43963,43946, 21:00,Munich ,
192,52000,,,,,GER,POR,08 Jul 2006,,,germany2006,,,,,,Match 63,97410063,,,,,,,,97410500,,,,,Third place,43948,43963, 21:00,Stuttgart ,
193,69000,,,,,ITA,FRA,09 Jul 2006,,,germany2006,,,,,,Match 64,97410064,,,,,,,,97410600,,,,,Final,43954,43946, 20:00,Berlin ,
194,69000,,,,,ITA,FRA,09 Jul 2006,,,germany2006,,,,,,Match 64,97410064,,,,,,,,97410600,,,,,Final,43954,43946, 20:00,Berlin ,
195,3062561,,,,,FRA,SEN,31 May 2002,,,koreajapan2002,,,,,,Match 1,43950001,,,,,,,,43950100,,,,,Group A,43946,43879, 20:30,Seoul ,
196,30157,,,,,URU,DEN,01 Jun 2002,,,koreajapan2002,,,,,,Match 3,43950003,,,,,,,,43950100,,,,,Group A,43930,43941, 18:00,Ulsan ,
197,3033679,,,,,IRL,CMR,01 Jun 2002,,,koreajapan2002,,,,,,Match 2,43950002,,,,,,,,43950100,,,,,Group E,43953,43849, 15:30,Niigata ,
198,3032218,,,,,GER,KSA,01 Jun 2002,,,koreajapan2002,,,,,,Match 4,43950004,,,,,,,,43950100,,,,,Group E,43948,43835, 20:30,Sapporo ,
199,3034050,,,,,ARG,NGA,02 Jun 2002,,,koreajapan2002,,,,,,Match 7,43950007,,,,,,,,43950100,,,,,Group F,43922,43876, 14:30,Ibaraki ,
200,3025186,,,,,PAR,RSA,02 Jun 2002,,,koreajapan2002,,,,,,Match 6,43950006,,,,,,,,43950100,,,,,Group B,43928,43883, 16:30,Busan ,
201,3052721,,,,,ENG,SWE,02 Jun 2002,,,koreajapan2002,,,,,,Match 5,43950005,,,,,,,,43950100,,,,,Group F,43942,43970, 18:30,Saitama ,
202,3028598,,,,,ESP,SVN,02 Jun 2002,,,koreajapan2002,,,,,,Match 8,43950008,,,,,,,,43950100,,,,,Group B,43969,43968, 20:30,Gwangju ,
203,33842,,,,,BRA,TUR,03 Jun 2002,,,koreajapan2002,,,,,,Match 10,43950010,,,,,,,,43950100,,,,,Group C,43924,43972, 18:00,Ulsan ,
204,3031081,,,,,ITA,ECU,03 Jun 2002,,,koreajapan2002,,,,,,Match 11,43950011,,,,,,,,43950100,,,,,Group G,43954,43927, 20:30,Sapporo ,
205,3032239,,,,,CRO,MEX,03 Jun 2002,,,koreajapan2002,,,,,,Match 9,43950009,,,,,,,,43950100,,,,,Group G,43938,43911, 15:30,Niigata ,
206,3027217,,,,,CHN,CRC,04 Jun 2002,,,koreajapan2002,,,,,,Match 12,43950012,,,,,,,,43950100,,,,,Group C,43812,43901, 15:30,Gwangju ,
207,55256,,,,,JPN,BEL,04 June 2002,,,koreajapan2002,,,,,,Match 13,43950013,,,,,,,,43950100,,,,,Group H,43819,43935, 18:00,Saitama ,
208,3048760,,,,,KOR,POL,04 Jun 2002,,,koreajapan2002,,,,,,Match 14,43950014,,,,,,,,43950100,,,,,Group D,43822,43962, 20:30,Busan ,
209,3030957,,,,,RUS,TUN,05 Jun 2002,,,koreajapan2002,,,,,,Match 15,43950015,,,,,,,,43950100,,,,,Group H,43965,43888, 15:30,Kobe ,
210,37306,,,,,USA,POR,05 Jun 2002,,,koreajapan2002,,,,,,Match 16,43950016,,,,,,,,43950100,,,,,Group D,43921,43963, 18:00,Suwon ,
211,3035854,,,,,GER,IRL,05 Jun 2002,,,koreajapan2002,,,,,,Match 17,43950017,,,,,,,,43950100,,,,,Group E,43948,43953, 20:30,Ibaraki ,
212,3043500,,,,,DEN,SEN,06 Jun 2002,,,koreajapan2002,,,,,,Match 20,43950020,,,,,,,,43950100,,,,,Group A,43941,43879, 15:30,Daegu ,
213,52328,,,,,CMR,KSA,06 Jun 2002,,,koreajapan2002,,,,,,Match 19,43950019,,,,,,,,43950100,,,,,Group E,43849,43835, 18:00,Saitama ,
214,3038289,,,,,FRA,URU,06 Jun 2002,,,koreajapan2002,,,,,,Match 18,43950018,,,,,,,,43950100,,,,,Group A,43946,43930, 20:30,Busan ,
215,3036194,,,,,SWE,NGA,07 Jun 2002,,,koreajapan2002,,,,,,Match 21,43950021,,,,,,,,43950100,,,,,Group F,43970,43876, 15:30,Kobe ,
216,3035927,,,,,ARG,ENG,07 Jun 2002,,,koreajapan2002,,,,,,Match 23,43950023,,,,,,,,43950100,,,,,Group F,43922,43942, 20:30,Sapporo ,
217,24000,,,,,ESP,PAR,07 Jun 2002,,,koreajapan2002,,,,,,Match 22,43950022,,,,,,,,43950100,,,,,Group B,43969,43928, 18:00,Jeonju ,
218,3047226,,,,,RSA,SVN,08 Jun 2002,,,koreajapan2002,,,,,,Match 24,43950024,,,,,,,,43950100,,,,,Group B,43883,43968, 15:30,Daegu ,
219,3036750,,,,,BRA,CHN,08 Jun 2002,,,koreajapan2002,,,,,,Match 26,43950026,,,,,,,,43950100,,,,,Group C,43924,43812, 20:30,Jeju ,
220,36472,,,,,ITA,CRO,08 Jun 2002,,,koreajapan2002,,,,,,Match 25,43950025,,,,,,,,43950100,,,,,Group G,43954,43938, 18:00,Ibaraki ,
221,42299,,,,,CRC,TUR,09 Jun 2002,,,koreajapan2002,,,,,,Match 28,43950028,,,,,,,,43950100,,,,,Group C,43901,43972, 18:00,Incheon ,
222,3066108,,,,,JPN,RUS,09 Jun 2002,,,koreajapan2002,,,,,,Match 29,43950029,,,,,,,,43950100,,,,,Group H,43819,43965, 20:30,Yokohama ,
223,3045610,,,,,MEX,ECU,09 Jun 2002,,,koreajapan2002,,,,,,Match 27,43950027,,,,,,,,43950100,,,,,Group G,43911,43927, 15:30,Rifu ,
224,3060778,,,,,KOR,USA,10 Jun 2002,,,koreajapan2002,,,,,,Match 30,43950030,,,,,,,,43950100,,,,,Group D,43822,43921, 15:30,Daegu ,
225,3031000,,,,,POR,POL,10 Jun 2002,,,koreajapan2002,,,,,,Match 32,43950032,,,,,,,,43950100,,,,,Group D,43963,43962, 20:30,Jeonju ,
226,39700,,,,,TUN,BEL,10 Jun 2002,,,koreajapan2002,,,,,,Match 31,43950031,,,,,,,,43950100,,,,,Group H,43888,43935, 18:00,Oita ,
227,3048100,,,,,DEN,FRA,11 Jun 2002,,,koreajapan2002,,,,,,Match 33,43950033,,,,,,,,43950100,,,,,Group A,43941,43946, 15:30,Incheon ,
228,3033681,,,,,SEN,URU,11 Jun 2002,,,koreajapan2002,,,,,,Match 34,43950034,,,,,,,,43950100,,,,,Group A,43879,43930, 15:30,Suwon ,
229,3065320,,,,,KSA,IRL,11 Jun 2002,,,koreajapan2002,,,,,,Match 36,43950036,,,,,,,,43950100,,,,,Group E,43835,43953, 20:30,Yokohama ,
230,3047085,,,,,CMR,GER,11 Jun 2002,,,koreajapan2002,,,,,,Match 35,43950035,,,,,,,,43950100,,,,,Group E,43849,43948, 20:30,Shizuoka ,
231,3045777,,,,,SWE,ARG,12 Jun 2002,,,koreajapan2002,,,,,,Match 37,43950037,,,,,,,,43950100,,,,,Group F,43970,43922, 15:30,Rifu ,
232,3044864,,,,,NGA,ENG,12 Jun 2002,,,koreajapan2002,,,,,,Match 38,43950038,,,,,,,,43950100,,,,,Group F,43876,43942, 15:30,Osaka ,
233,3030176,,,,,SVN,PAR,12 Jun 2002,,,koreajapan2002,,,,,,Match 40,43950040,,,,,,,,43950100,,,,,Group B,43968,43928, 20:30,Jeju ,
234,3031024,,,,,RSA,ESP,12 Jun 2002,,,koreajapan2002,,,,,,Match 39,43950039,,,,,,,,43950100,,,,,Group B,43883,43969, 20:30,Daejeon ,
235,3038524,,,,,CRC,BRA,13 Jun 2002,,,koreajapan2002,,,,,,Match 41,43950041,,,,,,,,43950100,,,,,Group C,43901,43924, 15:30,Suwon ,
236,3043605,,,,,TUR,CHN,13 Jun 2002,,,koreajapan2002,,,,,,Match 42,43950042,,,,,,,,43950100,,,,,Group C,43972,43812, 15:30,Seoul ,
237,3065862,,,,,ECU,CRO,13 Jun 2002,,,koreajapan2002,,,,,,Match 44,43950044,,,,,,,,43950100,,,,,Group G,43927,43938, 20:30,Yokohama ,
238,3039291,,,,,MEX,ITA,13 Jun 2002,,,koreajapan2002,,,,,,Match 43,43950043,,,,,,,,43950100,,,,,Group G,43911,43954, 20:30,Oita ,
239,3045213,,,,,TUN,JPN,14 Jun 2002,,,koreajapan2002,,,,,,Match 45,43950045,,,,,,,,43950100,,,,,Group H,43888,43819, 15:30,Osaka ,
240,3050239,,,,,POR,KOR,14 Jun 2002,,,koreajapan2002,,,,,,Match 47,43950047,,,,,,,,43950100,,,,,Group D,43963,43822, 20:30,Incheon ,
241,3026482,,,,,POL,USA,14 Jun 2002,,,koreajapan2002,,,,,,Match 48,43950048,,,,,,,,43950100,,,,,Group D,43962,43921, 20:30,Daejeon ,
242,3046640,,,,,BEL,RUS,14 Jun 2002,,,koreajapan2002,,,,,,Match 46,43950046,,,,,,,,43950100,,,,,Group H,43935,43965, 15:30,Shizuoka ,
243,3040582,,,,,DEN,ENG,15 Jun 2002,,,koreajapan2002,,,,,,Match 50,43950050,,,,,,,,43950200,,,,,Round of 16,43941,43942, 20:30,Niigata ,
244,3025176,,,,,GER,PAR,15 Jun 2002,,,koreajapan2002,,,,,,Match 49,43950049,,,,,,,,43950200,,,,,Round of 16,43948,43928, 15:30,Jeju ,
245,3038926,,,,,ESP,IRL,16 Jun 2002,,,koreajapan2002,,,,,,Match 52,43950052,,,,,,,,43950200,,,,,Round of 16,43969,43953, 20:30,Suwon ,
246,3039747,,,,,SWE,SEN,16 Jun 2002,,,koreajapan2002,,,,,,Match 51,43950051,,,,,,,,43950200,,,,,Round of 16,43970,43879, 15:30,Oita ,
247,3040440,,,,,BRA,BEL,17 Jun 2002,,,koreajapan2002,,,,,,Match 54,43950054,,,,,,,,43950200,,,,,Round of 16,43924,43935, 20:30,Kobe ,
248,3036380,,,,,MEX,USA,17 Jun 2002,,,koreajapan2002,,,,,,Match 53,43950053,,,,,,,,43950200,,,,,Round of 16,43911,43921, 15:30,Jeonju ,
249,3045666,,,,,JPN,TUR,18 Jun 2002,,,koreajapan2002,,,,,,Match 55,43950055,,,,,,,,43950200,,,,,Round of 16,43819,43972, 15:30,Rifu ,
250,3038588,,,,,KOR,ITA,18 Jun 2002,,,koreajapan2002,,,,,,Match 56,43950056,,,,,,,,43950200,,,,,Round of 16,43822,43954, 20:30,Daejeon ,
251,3047436,,,,,ENG,BRA,21 Jun 2002,,,koreajapan2002,,,,,,Match 57,43950057,,,,,,,,43950300,,,,,Quarter-finals,43942,43924, 15:30,Shizuoka ,
252,3037337,,,,,GER,USA,21 Jun 2002,,,koreajapan2002,,,,,,Match 58,43950058,,,,,,,,43950300,,,,,Quarter-finals,43948,43921, 20:30,Ulsan ,
253,3044233,,,,,SEN,TUR,22 Jun 2002,,,koreajapan2002,,,,,,Match 60,43950060,,,,,,,,43950300,,,,,Quarter-finals,43879,43972, 20:30,Osaka ,
254,3042114,,,,,ESP,KOR,22 Jun 2002,,,koreajapan2002,,,,,,Match 59,43950059,,,,,,,,43950300,,,,,Quarter-finals,43969,43822, 15:30,Gwangju ,
255,3065256,,,,,GER,KOR,25 Jun 2002,,,koreajapan2002,,,,,,Match 61,43950061,,,,,,,,43950400,,,,,Semi-finals,43948,43822, 20:30,Seoul ,
256,3061058,,,,,BRA,TUR,26 Jun 2002,,,koreajapan2002,,,,,,Match 62,43950062,,,,,,,,43950400,,,,,Semi-finals,43924,43972, 20:30,Saitama ,
257,63483,,,,,KOR,TUR,29 Jun 2002,,,koreajapan2002,,,,,,Match 63,43950063,,,,,,,,43950500,,,,,Third place,43822,43972, 20:00,Daegu ,
258,69029,,,,,GER,BRA,30 Jun 2002,,,koreajapan2002,,,,,,Match 64,43950064,,,,,,,,43950600,,,,,Final,43948,43924, 20:00,Yokohama ,
259,69029,,,,,GER,BRA,30 Jun 2002,,,koreajapan2002,,,,,,Match 64,43950064,,,,,,,,43950600,,,,,Final,43948,43924, 20:00,Yokohama ,
260,3080000,,,,,BRA,SCO,10 Jun 1998,,,france1998,,,,,,Match 1,4000,,,,,,,,1014,,,,,Group A,43924,43967, 17:30,Saint-Denis ,
261,29800,,,,,MAR,NOR,10 Jun 1998,,,france1998,,,,,,Match 2,8725,,,,,,,,1014,,,,,Group A,43872,43961, 21:00,Montpellier ,
262,3031800,,,,,ITA,CHI,11 Jun 1998,,,france1998,,,,,,Match 4,8726,,,,,,,,1014,,,,,Group B,43954,43925, 17:30,Bordeaux ,
263,33500,,,,,CMR,AUT,11 Jun 1998,,,france1998,,,,,,Match 3,8727,,,,,,,,1014,,,,,Group B,43849,43934, 21:00,Toulouse ,
264,3029800,,,,,PAR,BUL,12 Jun 1998,,,france1998,,,,,,Match 7,8728,,,,,,,,1014,,,,,Group D,43928,43936, 14:30,Montpellier ,
265,3038100,,,,,KSA,DEN,12 Jun 1998,,,france1998,,,,,,Match 5,8729,,,,,,,,1014,,,,,Group C,43835,43941, 17:30,Lens ,
266,55000,,,,,FRA,RSA,12 Jun 1998,,,france1998,,,,,,Match 6,8730,,,,,,,,1014,,,,,Group C,43946,43883, 21:00,Marseilles ,
267,3035500,,,,,ESP,NGA,13 Jun 1998,,,france1998,,,,,,Match 10,8731,,,,,,,,1014,,,,,Group D,43969,43876, 14:30,Nantes ,
268,3039100,,,,,KOR,MEX,13 Jun 1998,,,france1998,,,,,,Match 9,8732,,,,,,,,1014,,,,,Group E,43822,43911, 17:30,Lyon ,
269,77000,,,,,NED,BEL,13 Jun 1998,,,france1998,,,,,,Match 8,8733,,,,,,,,1014,,,,,Group E,43960,43935, 21:00,Saint-Denis ,
270,3033500,,,,,ARG,JPN,14 Jun 1998,,,france1998,,,,,,Match 13,8734,,,,,,,,1014,,,,,Group H,43922,43819, 14:30,Toulouse ,
271,3030600,,,,,YUG,IRN,14 Jun 1998,,,france1998,,,,,,Match 12,8735,,,,,,,,1014,,,,,Group F,43975,43817, 17:30,Saint-Etienne ,
272,38100,,,,,JAM,CRO,14 Jun 1998,,,france1998,,,,,,Match 11,8736,,,,,,,,1014,,,,,Group H,43910,43938, 21:00,Lens ,
273,3055000,,,,,ENG,TUN,15 Jun 1998,,,france1998,,,,,,Match 16,8740,,,,,,,,1014,,,,,Group G,43942,43888, 14:30,Marseilles ,
274,3039100,,,,,ROU,COL,15 Jun 1998,,,france1998,,,,,,Match 15,8739,,,,,,,,1014,,,,,Group G,43964,43926, 17:30,Lyon ,
275,45500,,,,,GER,USA,15 Jun 1998,,,france1998,,,,,,Match 14,8738,,,,,,,,1014,,,,,Group F,43948,43921, 21:00,Paris ,
276,3031800,,,,,SCO,NOR,16 Jun 1998,,,france1998,,,,,,Match 17,8741,,,,,,,,1014,,,,,Group A,43967,43961, 17:30,Bordeaux ,
277,35500,,,,,BRA,MAR,16 Jun 1998,,,france1998,,,,,,Match 18,8742,,,,,,,,1014,,,,,Group A,43924,43872, 21:00,Nantes ,
278,3030600,,,,,CHI,AUT,17 Jun 1998,,,france1998,,,,,,Match 19,8743,,,,,,,,1014,,,,,Group B,43925,43934, 17:30,Saint-Etienne ,
279,29800,,,,,ITA,CMR,17 Jun 1998,,,france1998,,,,,,Match 20,8744,,,,,,,,1014,,,,,Group B,43954,43849, 21:00,Montpellier ,
280,3033500,,,,,RSA,DEN,18 Jun 1998,,,france1998,,,,,,Match 22,8746,,,,,,,,1014,,,,,Group C,43883,43941, 17:30,Toulouse ,
281,80000,,,,,FRA,KSA,18 Jun 1998,,,france1998,,,,,,Match 21,8745,,,,,,,,1014,,,,,Group C,43946,43835, 21:00,Saint-Denis ,
282,3045500,,,,,NGA,BUL,19 Jun 1998,,,france1998,,,,,,Match 23,8747,,,,,,,,1014,,,,,Group D,43876,43936, 17:30,Paris ,
283,30600,,,,,ESP,PAR,19 Jun 1998,,,france1998,,,,,,Match 24,8748,,,,,,,,1014,,,,,Group D,43969,43928, 21:00,Saint-Etienne ,
284,3035500,,,,,JPN,CRO,20 Jun 1998,,,france1998,,,,,,Match 27,8751,,,,,,,,1014,,,,,Group H,43819,43938, 14:30,Nantes ,
285,3031800,,,,,BEL,MEX,20 Jun 1998,,,france1998,,,,,,Match 26,8750,,,,,,,,1014,,,,,Group E,43935,43911, 17:30,Bordeaux ,
286,55000,,,,,NED,KOR,20 Jun 1998,,,france1998,,,,,,Match 25,8749,,,,,,,,1014,,,,,Group E,43960,43822, 21:00,Marseilles ,
287,3038100,,,,,GER,YUG,21 Jun 1998,,,france1998,,,,,,Match 29,8753,,,,,,,,1014,,,,,Group F,43948,43975, 14:30,Lens ,
288,3045500,,,,,ARG,JAM,21 Jun 1998,,,france1998,,,,,,Match 28,8752,,,,,,,,1014,,,,,Group H,43922,43910, 17:30,Paris ,
289,39100,,,,,USA,IRN,21 Jun 1998,,,france1998,,,,,,Match 30,8754,,,,,,,,1014,,,,,Group F,43921,43817, 21:00,Lyon ,
290,3029800,,,,,COL,TUN,22 Jun 1998,,,france1998,,,,,,Match 31,8755,,,,,,,,1014,,,,,Group G,43926,43888, 17:30,Montpellier ,
291,33500,,,,,ROU,ENG,22 Jun 1998,,,france1998,,,,,,Match 32,8756,,,,,,,,1014,,,,,Group G,43964,43942, 21:00,Toulouse ,
292,80000,,,,,ITA,AUT,23 Jun 1998,,,france1998,,,,,,Match 33,8757,,,,,,,,1014,,,,,Group B,43954,43934, 16:00,Saint-Denis ,
